target,prior,posterior_target,entropy,marginal_likelihood
一,0.0050936716773525,0.84669839614055,1.146626270880311,132.50950454446874
七,0.0001769092421274,0.18071703742804685,4.294241685007666,21.56235751737484
三,0.0026152991676729,0.7346582249606265,1.846669032828729,78.4116963544796
上,0.0097217927175277,0.9182108867792997,0.6692213636366093,233.21084278136493
下,0.0034505517814323,0.7840051919372211,1.5241364361040963,96.94254778993083
不,0.0157465656692351,0.9490883991576632,0.44417393959342444,365.44666482796947
与,0.0119673899086186,0.9268852925851879,0.5962447383483203,284.39258512786887
专,0.0001281633518817,0.12982587125413042,4.3753639651056275,21.744400088362422
且,0.0004436423718984,0.3077474640286838,3.761051309495524,31.752897007905915
世,0.0001141968327664,0.13330910911025515,4.585842699179291,18.868572804908744
丘,1.6129960311616486e-05,0.01769686303295678,4.799551914579086,20.0762145479548
业,0.0001651335495399,0.1596027888370364,4.214852001434593,22.789755160415954
东,0.0004053029076603,0.30984046275832544,3.7429923925352693,28.812862441012555
两,0.0012816335188177,0.5812119346086747,2.6642162132238787,48.570676517031224
严,5.477066319733951e-05,0.054384839275674314,4.723732110946673,22.182728781450827
个,0.006134314278102,0.8762712457182933,0.9455208119749066,154.19570627408916
中,0.0122412432246053,0.9189223951507115,0.6407511368837757,293.42121445245243
串,3.0123864758536727e-05,0.029541589976272584,4.7684698126152405,22.460614924390498
临,7.202342210450144e-05,0.07824929330984612,4.394713118404885,20.273939562980146
丹,4.874589024563216e-05,0.05101722231053947,4.562264674340193,21.04582796760786
为,0.0134188124833481,0.9398465301146891,0.5075247719904783,314.4864663545911
主,0.0003861331755412,0.2666836415912964,3.763614303943827,31.892279303478347
久,0.0002615299167672,0.21684835364885288,4.161333691407795,26.56501499347146
么,0.0011967389908618,0.5837947527642663,2.6392492054922485,45.15273616748826
义,0.0001810170418672,0.17894243336379057,4.3627280212799855,22.28183447611364
之,0.0034505517814323,0.7863330542606204,1.4598443984853597,96.65555883110255
乎,2.4400330454414748e-05,0.026500143194436332,4.749241044824474,20.281137358117547
乏,6.271240936095374e-06,0.006971672410320561,4.7778846630552865,19.8135061201972
乐,0.0001651335495399,0.1477231046799765,4.463176341888475,24.6224751936767
九,0.0001612996031161,0.15870631329022464,4.3675231706134765,22.386382224477714
也,0.0137200511309335,0.9396468310422164,0.5210704536468984,321.6147034767455
习,5.586607646128629e-05,0.05912450047421227,4.635282210097888,20.812560146724415
书,0.000657247958368,0.3978874383222282,3.3144647557242224,36.38428429594015
乳,1.98269800774369e-05,0.022515975141242314,4.7641131795416625,19.39593092239852
了,0.0377917576061642,0.9783778478454425,0.20778229676821086,850.815314421655
争,0.0001040642600749,0.10865293875269502,4.631406548314579,21.096234407601795
事,0.0016896749596379,0.6489692827091635,2.3147231739592056,57.34873544004814
二,0.0006709406241674,0.4269986964906883,3.3518638368552756,34.61006047565718
于,0.0055866076461286,0.8572358670617886,1.0910013312904518,143.54651613939964
五,0.000369701976582,0.27723167483835864,3.9714871724757117,29.373367766160946
亚,0.0002793303823064,0.23007274574187148,4.072386912137029,26.74224229159737
些,0.0004874589024563,0.36067096729465936,3.6573026378864952,29.769506877319163
