"","word","vent","rev","model","uncond_ent","vmi","language"
"3122","属",3.87096905708313,"Lower","Qwen2.5-Zeroshot",5.59,1.71903094291687,"ZH"
"3123","山",5.17541646957397,"Lower","Qwen2.5-Zeroshot",5.59,0.414583530426025,"ZH"
"3124","岁",7.29801750183105,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3125","岗",2.52660465240479,"Lower","Qwen2.5-Zeroshot",5.59,3.06339534759521,"ZH"
"3126","岛",4.22492790222168,"Lower","Qwen2.5-Zeroshot",5.59,1.36507209777832,"ZH"
"3127","岸",5.58876180648804,"Lower","Qwen2.5-Zeroshot",5.59,0.00123819351196275,"ZH"
"3128","峰",4.35443305969238,"Lower","Qwen2.5-Zeroshot",5.59,1.23556694030762,"ZH"
"3129","崇",4.67933654785156,"Lower","Qwen2.5-Zeroshot",5.59,0.910663452148437,"ZH"
"3130","工",4.4705696105957,"Lower","Qwen2.5-Zeroshot",5.59,1.1194303894043,"ZH"
"3131","己",7.20072317123413,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3132","已",7.28078889846802,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3133","巴",7.10531663894653,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3134","币",7.0102801322937,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3135","市",7.22004222869873,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3136","布",7.31409692764282,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3137","师",7.71170234680176,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3138","希",2.60491919517517,"Lower","Qwen2.5-Zeroshot",5.59,2.98508080482483,"ZH"
"3139","带",5.65221214294434,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3140","常",1.90933799743652,"Lower","Qwen2.5-Zeroshot",5.59,3.68066200256348,"ZH"
"3141","平",4.08976364135742,"Lower","Qwen2.5-Zeroshot",5.59,1.50023635864258,"ZH"
"3142","年",4.94854259490967,"Lower","Qwen2.5-Zeroshot",5.59,0.641457405090332,"ZH"
"3143","并",5.23596048355103,"Lower","Qwen2.5-Zeroshot",5.59,0.354039516448974,"ZH"
"3144","床",6.14278602600098,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3145","应",3.61993908882141,"Lower","Qwen2.5-Zeroshot",5.59,1.97006091117859,"ZH"
"3146","底",1.50758218765259,"Lower","Qwen2.5-Zeroshot",5.59,4.08241781234741,"ZH"
"3147","府",5.62369871139526,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3148","度",2.69942855834961,"Lower","Qwen2.5-Zeroshot",5.59,2.89057144165039,"ZH"
"3149","座",5.09885406494141,"Lower","Qwen2.5-Zeroshot",5.59,0.491145935058594,"ZH"
"3150","庭",4.17814826965332,"Lower","Qwen2.5-Zeroshot",5.59,1.41185173034668,"ZH"
"3151","康",3.83746075630188,"Lower","Qwen2.5-Zeroshot",5.59,1.75253924369812,"ZH"
"3152","延",4.54605627059937,"Lower","Qwen2.5-Zeroshot",5.59,1.04394372940063,"ZH"
"3153","建",3.16231322288513,"Lower","Qwen2.5-Zeroshot",5.59,2.42768677711487,"ZH"
"3154","开",6.30493831634521,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3155","异",4.69617366790771,"Lower","Qwen2.5-Zeroshot",5.59,0.893826332092285,"ZH"
"3156","弃",3.63918352127075,"Lower","Qwen2.5-Zeroshot",5.59,1.95081647872925,"ZH"
"3157","式",6.0362057685852,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3158","张",7.26171779632568,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3159","弱",7.00860548019409,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3160","强",6.37875556945801,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3161","归",7.66318225860596,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3162","当",6.0976390838623,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3163","录",1.49654173851013,"Lower","Qwen2.5-Zeroshot",5.59,4.09345826148987,"ZH"
"3164","形",7.00632429122925,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3165","影",6.6454668045044,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3166","往",3.02928280830383,"Lower","Qwen2.5-Zeroshot",5.59,2.56071719169617,"ZH"
"3167","征",6.78594732284546,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3168","径",5.58255290985107,"Lower","Qwen2.5-Zeroshot",5.59,0.00744709014892564,"ZH"
"3169","待",5.5116171836853,"Lower","Qwen2.5-Zeroshot",5.59,0.0783828163146971,"ZH"
"3170","很",7.3994607925415,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3171","律",5.74663066864014,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3172","徒",6.3838267326355,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3173","得",4.25038003921509,"Lower","Qwen2.5-Zeroshot",5.59,1.33961996078491,"ZH"
"3174","御",7.63934326171875,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3175","德",5.50764465332031,"Lower","Qwen2.5-Zeroshot",5.59,0.0823553466796874,"ZH"
"3176","心",5.906822681427,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3177","必",3.54943346977234,"Lower","Qwen2.5-Zeroshot",5.59,2.04056653022766,"ZH"
"3178","忆",5.39612293243408,"Lower","Qwen2.5-Zeroshot",5.59,0.193877067565918,"ZH"
"3179","志",5.45114183425903,"Lower","Qwen2.5-Zeroshot",5.59,0.138858165740967,"ZH"
"3180","忙",7.25914669036865,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3181","忠",5.62287902832031,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3182","快",5.26884317398071,"Lower","Qwen2.5-Zeroshot",5.59,0.321156826019287,"ZH"
"3183","态",4.44211196899414,"Lower","Qwen2.5-Zeroshot",5.59,1.14788803100586,"ZH"
"3184","思",4.35571956634521,"Lower","Qwen2.5-Zeroshot",5.59,1.23428043365479,"ZH"
"3185","性",3.93531012535095,"Lower","Qwen2.5-Zeroshot",5.59,1.65468987464905,"ZH"
"3186","总",4.83956146240234,"Lower","Qwen2.5-Zeroshot",5.59,0.750438537597656,"ZH"
"3187","恢",1.30684280395508,"Lower","Qwen2.5-Zeroshot",5.59,4.28315719604492,"ZH"
"3188","息",3.89525985717773,"Lower","Qwen2.5-Zeroshot",5.59,1.69474014282227,"ZH"
"3189","悄",5.17227172851562,"Lower","Qwen2.5-Zeroshot",5.59,0.417728271484375,"ZH"
"3190","患",0.73724889755249,"Lower","Qwen2.5-Zeroshot",5.59,4.85275110244751,"ZH"
"3191","情",6.67540979385376,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3192","惊",6.36045122146606,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3193","惋",6.39352798461914,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3194","惜",4.60494804382324,"Lower","Qwen2.5-Zeroshot",5.59,0.985051956176758,"ZH"
"3195","惠",2.97033333778381,"Lower","Qwen2.5-Zeroshot",5.59,2.61966666221619,"ZH"
"3196","惯",2.99014234542847,"Lower","Qwen2.5-Zeroshot",5.59,2.59985765457153,"ZH"
"3197","惰",2.93153405189514,"Lower","Qwen2.5-Zeroshot",5.59,2.65846594810486,"ZH"
"3198","想",7.71856260299683,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3199","意",1.3770740032196,"Lower","Qwen2.5-Zeroshot",5.59,4.2129259967804,"ZH"
"3200","感",4.35600566864014,"Lower","Qwen2.5-Zeroshot",5.59,1.23399433135986,"ZH"
"3201","愿",4.74738359451294,"Lower","Qwen2.5-Zeroshot",5.59,0.84261640548706,"ZH"
"3202","慧",1.07188045978546,"Lower","Qwen2.5-Zeroshot",5.59,4.51811954021454,"ZH"
"3203","慨",6.78765869140625,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3204","慰",5.98542976379395,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3205","憩",2.61653661727905,"Lower","Qwen2.5-Zeroshot",5.59,2.97346338272095,"ZH"
"3206","憾",6.09352540969849,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3207","懒",5.5894365310669,"Lower","Qwen2.5-Zeroshot",5.59,0.000563468933104438,"ZH"
"3208","成",6.12123250961304,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3209","我",3.31822681427002,"Lower","Qwen2.5-Zeroshot",5.59,2.27177318572998,"ZH"
"3210","或",6.98306894302368,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3211","战",6.30279445648193,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3212","所",6.76425170898438,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3213","才",4.77018785476685,"Lower","Qwen2.5-Zeroshot",5.59,0.819812145233154,"ZH"
"3214","打",5.10613250732422,"Lower","Qwen2.5-Zeroshot",5.59,0.483867492675781,"ZH"
"3215","扔",6.54302215576172,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3216","找",6.32085514068604,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3217","承",6.99286651611328,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3218","抑",7.58677196502685,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3219","投",3.93524432182312,"Lower","Qwen2.5-Zeroshot",5.59,1.65475567817688,"ZH"
"3220","抛",6.858567237854,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3221","抵",7.54006576538086,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3222","担",7.01116418838501,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3223","拉",5.87277221679688,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3224","拍",2.29813981056213,"Lower","Qwen2.5-Zeroshot",5.59,3.29186018943787,"ZH"
"3225","括",4.45829486846924,"Lower","Qwen2.5-Zeroshot",5.59,1.13170513153076,"ZH"
"3226","拾",4.31641626358032,"Lower","Qwen2.5-Zeroshot",5.59,1.27358373641968,"ZH"
"3227","持",5.43992328643799,"Lower","Qwen2.5-Zeroshot",5.59,0.150076713562012,"ZH"
"3228","挂",3.83254098892212,"Lower","Qwen2.5-Zeroshot",5.59,1.75745901107788,"ZH"
"3229","指",5.00397396087646,"Lower","Qwen2.5-Zeroshot",5.59,0.586026039123535,"ZH"
"3230","按",4.98855447769165,"Lower","Qwen2.5-Zeroshot",5.59,0.60144552230835,"ZH"
"3231","挑",7.58796215057373,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3232","挤",7.2223334312439,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3233","振",7.49818754196167,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3234","捕",5.97830486297607,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3235","据",5.16598463058472,"Lower","Qwen2.5-Zeroshot",5.59,0.424015369415283,"ZH"
"3236","掌",3.0486216545105,"Lower","Qwen2.5-Zeroshot",5.59,2.5413783454895,"ZH"
"3237","排",6.52971649169922,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3238","探",5.41877126693726,"Lower","Qwen2.5-Zeroshot",5.59,0.171228733062744,"ZH"
"3239","接",5.39611577987671,"Lower","Qwen2.5-Zeroshot",5.59,0.193884220123291,"ZH"
"3240","控",3.40623641014099,"Lower","Qwen2.5-Zeroshot",5.59,2.18376358985901,"ZH"
"3241","推",5.63575744628906,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3242","措",6.36323738098145,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3243","描",5.21938896179199,"Lower","Qwen2.5-Zeroshot",5.59,0.370611038208008,"ZH"
"3244","提",5.62433385848999,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3245","揭",5.61834001541138,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3246","搜",5.79877424240112,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3247","携",4.50851583480835,"Lower","Qwen2.5-Zeroshot",5.59,1.08148416519165,"ZH"
"3248","摄",5.62757778167725,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3249","摆",4.63022756576538,"Lower","Qwen2.5-Zeroshot",5.59,0.959772434234619,"ZH"
"3250","摸",4.77770328521729,"Lower","Qwen2.5-Zeroshot",5.59,0.812296714782715,"ZH"
"3251","播",5.87069606781006,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3252","收",7.52461385726929,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3253","改",7.06649875640869,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3254","放",6.78069639205933,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3255","政",6.61159515380859,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3256","故",6.02122974395752,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3257","效",5.80920267105103,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3258","教",6.58858346939087,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3259","数",5.5012469291687,"Lower","Qwen2.5-Zeroshot",5.59,0.0887530708312987,"ZH"
"3260","敲",4.27952241897583,"Lower","Qwen2.5-Zeroshot",5.59,1.31047758102417,"ZH"
"3261","整",6.50048971176147,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3262","文",4.25518083572388,"Lower","Qwen2.5-Zeroshot",5.59,1.33481916427612,"ZH"
"3263","斗",4.38877964019775,"Lower","Qwen2.5-Zeroshot",5.59,1.20122035980225,"ZH"
"3264","料",5.11230087280273,"Lower","Qwen2.5-Zeroshot",5.59,0.477699127197265,"ZH"
"3265","斯",4.33493518829346,"Lower","Qwen2.5-Zeroshot",5.59,1.25506481170654,"ZH"
"3266","新",7.3048038482666,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3267","方",2.32946443557739,"Lower","Qwen2.5-Zeroshot",5.59,3.26053556442261,"ZH"
"3268","施",2.97649049758911,"Lower","Qwen2.5-Zeroshot",5.59,2.61350950241089,"ZH"
"3269","旅",3.46392583847046,"Lower","Qwen2.5-Zeroshot",5.59,2.12607416152954,"ZH"
"3270","族",6.51081943511963,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3271","无",2.71345210075378,"Lower","Qwen2.5-Zeroshot",5.59,2.87654789924622,"ZH"
"3272","既",6.88541603088379,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3273","日",6.46596574783325,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3274","旧",6.9314398765564,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3275","旨",3.62945508956909,"Lower","Qwen2.5-Zeroshot",5.59,1.96054491043091,"ZH"
"3276","早",4.27344989776611,"Lower","Qwen2.5-Zeroshot",5.59,1.31655010223389,"ZH"
"3277","旬",5.46387529373169,"Lower","Qwen2.5-Zeroshot",5.59,0.12612470626831,"ZH"
"3278","时",7.84515190124512,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3279","明",7.14720249176025,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3280","易",1.36393129825592,"Lower","Qwen2.5-Zeroshot",5.59,4.22606870174408,"ZH"
"3281","星",2.51439452171326,"Lower","Qwen2.5-Zeroshot",5.59,3.07560547828674,"ZH"
"3282","春",1.17460191249847,"Lower","Qwen2.5-Zeroshot",5.59,4.41539808750153,"ZH"
"3283","是",4.95700216293335,"Lower","Qwen2.5-Zeroshot",5.59,0.63299783706665,"ZH"
"3284","昼",7.0408182144165,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3285","显",3.43117618560791,"Lower","Qwen2.5-Zeroshot",5.59,2.15882381439209,"ZH"
"3286","晚",6.28154516220093,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3287","晨",2.08490109443665,"Lower","Qwen2.5-Zeroshot",5.59,3.50509890556335,"ZH"
"3288","普",5.77890682220459,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3289","晰",7.8919529914856,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3290","智",4.36492252349854,"Lower","Qwen2.5-Zeroshot",5.59,1.22507747650146,"ZH"
"3291","更",1.42744767665863,"Lower","Qwen2.5-Zeroshot",5.59,4.16255232334137,"ZH"
"3292","曾",6.79238605499268,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3293","最",1.85918438434601,"Lower","Qwen2.5-Zeroshot",5.59,3.73081561565399,"ZH"
"3294","月",4.78302431106567,"Lower","Qwen2.5-Zeroshot",5.59,0.806975688934326,"ZH"
"3295","有",5.56486177444458,"Lower","Qwen2.5-Zeroshot",5.59,0.0251382255554198,"ZH"
"3296","望",3.67435812950134,"Lower","Qwen2.5-Zeroshot",5.59,1.91564187049866,"ZH"
"3297","朝",6.75954866409302,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3298","期",6.33720207214355,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3299","未",5.04712438583374,"Lower","Qwen2.5-Zeroshot",5.59,0.54287561416626,"ZH"
"3300","末",4.73129606246948,"Lower","Qwen2.5-Zeroshot",5.59,0.858703937530517,"ZH"
"3301","本",3.50841760635376,"Lower","Qwen2.5-Zeroshot",5.59,2.08158239364624,"ZH"
"3302","术",4.92290925979614,"Lower","Qwen2.5-Zeroshot",5.59,0.667090740203857,"ZH"
"3303","机",7.81781768798828,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3304","杂",4.02254486083984,"Lower","Qwen2.5-Zeroshot",5.59,1.56745513916016,"ZH"
"3305","权",7.37971544265747,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3306","杆",7.10662174224854,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3307","束",2.47488975524902,"Lower","Qwen2.5-Zeroshot",5.59,3.11511024475098,"ZH"
"3308","条",3.48262667655945,"Lower","Qwen2.5-Zeroshot",5.59,2.10737332344055,"ZH"
"3309","来",2.39980125427246,"Lower","Qwen2.5-Zeroshot",5.59,3.19019874572754,"ZH"
"3310","杨",2.72621846199036,"Lower","Qwen2.5-Zeroshot",5.59,2.86378153800964,"ZH"
"3311","松",7.39692687988281,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3312","板",3.92982149124146,"Lower","Qwen2.5-Zeroshot",5.59,1.66017850875854,"ZH"
"3313","极",7.43648386001587,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3314","析",7.13052940368652,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3315","果",3.04106378555298,"Lower","Qwen2.5-Zeroshot",5.59,2.54893621444702,"ZH"
"3316","某",4.16474199295044,"Lower","Qwen2.5-Zeroshot",5.59,1.42525800704956,"ZH"
"3317","标",6.30213975906372,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3318","校",7.04314231872559,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3319","样",4.82467365264893,"Lower","Qwen2.5-Zeroshot",5.59,0.765326347351074,"ZH"
"3320","核",5.96559572219849,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3321","根",7.75287485122681,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3322","格",5.99767971038818,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3323","案",3.24199414253235,"Lower","Qwen2.5-Zeroshot",5.59,2.34800585746765,"ZH"
"3324","桌",2.43538594245911,"Lower","Qwen2.5-Zeroshot",5.59,3.15461405754089,"ZH"
"3325","棕",3.72667622566223,"Lower","Qwen2.5-Zeroshot",5.59,1.86332377433777,"ZH"
"3326","森",4.32275390625,"Lower","Qwen2.5-Zeroshot",5.59,1.26724609375,"ZH"
"3327","榨",6.85696649551392,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3328","模",5.14088201522827,"Lower","Qwen2.5-Zeroshot",5.59,0.449117984771727,"ZH"
"3329","次",4.23453998565674,"Lower","Qwen2.5-Zeroshot",5.59,1.35546001434326,"ZH"
"3330","欢",6.78244495391846,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3331","欣",6.6884937286377,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3332","欧",7.46460676193237,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3333","正",7.24075174331665,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3334","此",3.55440306663513,"Lower","Qwen2.5-Zeroshot",5.59,2.03559693336487,"ZH"
"3335","步",5.14163064956665,"Lower","Qwen2.5-Zeroshot",5.59,0.448369350433349,"ZH"
"3336","死",7.43096399307251,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3337","殊",7.33380126953125,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3338","段",7.05486297607422,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3339","母",6.39230585098267,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3340","每",4.52287817001343,"Lower","Qwen2.5-Zeroshot",5.59,1.06712182998657,"ZH"
"3341","比",7.34333992004395,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3342","民",3.19648027420044,"Lower","Qwen2.5-Zeroshot",5.59,2.39351972579956,"ZH"
"3343","水",4.31730270385742,"Lower","Qwen2.5-Zeroshot",5.59,1.27269729614258,"ZH"
"3344","求",5.33866119384766,"Lower","Qwen2.5-Zeroshot",5.59,0.251338806152344,"ZH"
"3345","没",1.75956296920776,"Lower","Qwen2.5-Zeroshot",5.59,3.83043703079224,"ZH"
"3346","沫",5.1843752861023,"Lower","Qwen2.5-Zeroshot",5.59,0.405624713897705,"ZH"
"3347","河",7.83411359786987,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3348","沿",5.37382459640503,"Lower","Qwen2.5-Zeroshot",5.59,0.216175403594971,"ZH"
"3349","法",6.49933815002441,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3350","泡",3.67542099952698,"Lower","Qwen2.5-Zeroshot",5.59,1.91457900047302,"ZH"
"3351","注",4.35299968719482,"Lower","Qwen2.5-Zeroshot",5.59,1.23700031280518,"ZH"
"3352","泵",2.77602505683899,"Lower","Qwen2.5-Zeroshot",5.59,2.81397494316101,"ZH"
"3353","洋",6.42239856719971,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3354","洞",7.45195817947388,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3355","津",4.18982172012329,"Lower","Qwen2.5-Zeroshot",5.59,1.40017827987671,"ZH"
"3356","洲",7.76457405090332,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3357","活",4.25092220306396,"Lower","Qwen2.5-Zeroshot",5.59,1.33907779693604,"ZH"
"3358","流",2.54378867149353,"Lower","Qwen2.5-Zeroshot",5.59,3.04621132850647,"ZH"
"3359","浅",5.15152215957642,"Lower","Qwen2.5-Zeroshot",5.59,0.438477840423584,"ZH"
"3360","测",4.41082906723022,"Lower","Qwen2.5-Zeroshot",5.59,1.17917093276978,"ZH"
"3361","济",7.2313985824585,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3362","海",5.7057318687439,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3363","消",5.51158285140991,"Lower","Qwen2.5-Zeroshot",5.59,0.0784171485900877,"ZH"
"3364","淀",4.5436577796936,"Lower","Qwen2.5-Zeroshot",5.59,1.0463422203064,"ZH"
"3365","深",6.26480197906494,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3366","清",5.51609897613525,"Lower","Qwen2.5-Zeroshot",5.59,0.073901023864746,"ZH"
"3367","渔",6.43164253234863,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3368","渗",7.02875566482544,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3369","港",7.79651975631714,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3370","游",6.72902250289917,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3371","湾",4.86480951309204,"Lower","Qwen2.5-Zeroshot",5.59,0.725190486907959,"ZH"
"3372","溜",5.00942707061768,"Lower","Qwen2.5-Zeroshot",5.59,0.580572929382324,"ZH"
"3373","滑",6.04014682769775,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3374","满",5.44408082962036,"Lower","Qwen2.5-Zeroshot",5.59,0.145919170379639,"ZH"
"3375","漂",4.33972358703613,"Lower","Qwen2.5-Zeroshot",5.59,1.25027641296387,"ZH"
"3376","演",0.922474324703217,"Lower","Qwen2.5-Zeroshot",5.59,4.66752567529678,"ZH"
"3377","灵",3.89438629150391,"Lower","Qwen2.5-Zeroshot",5.59,1.69561370849609,"ZH"
"3378","点",7.92229890823364,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3379","热",7.78215408325195,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3380","然",7.31687545776367,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3381","照",6.52237033843994,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3382","爬",4.22190713882446,"Lower","Qwen2.5-Zeroshot",5.59,1.36809286117554,"ZH"
"3383","爱",3.85475921630859,"Lower","Qwen2.5-Zeroshot",5.59,1.73524078369141,"ZH"
"3384","父",4.49962139129639,"Lower","Qwen2.5-Zeroshot",5.59,1.09037860870361,"ZH"
"3385","片",5.76187705993652,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3386","牙",5.86113786697388,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3387","牛",4.22767448425293,"Lower","Qwen2.5-Zeroshot",5.59,1.36232551574707,"ZH"
"3388","物",6.9696798324585,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3389","牲",1.7699077129364,"Lower","Qwen2.5-Zeroshot",5.59,3.8200922870636,"ZH"
"3390","特",1.53479075431824,"Lower","Qwen2.5-Zeroshot",5.59,4.05520924568176,"ZH"
"3391","牺",6.33948040008545,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3392","状",6.51586532592773,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3393","狩",6.54801177978516,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3394","独",7.00163173675537,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3395","狭",6.41472864151001,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3396","狱",6.65214395523071,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3397","猎",5.32303094863892,"Lower","Qwen2.5-Zeroshot",5.59,0.266969051361084,"ZH"
"3398","献",6.62554931640625,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3399","率",4.22639894485474,"Lower","Qwen2.5-Zeroshot",5.59,1.36360105514526,"ZH"
"3400","王",4.57731771469116,"Lower","Qwen2.5-Zeroshot",5.59,1.01268228530884,"ZH"
"3401","环",6.69743537902832,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
"3402","现",6.88812303543091,"Lower","Qwen2.5-Zeroshot",5.59,0,"ZH"
